timestamp,cpu_usage,memory_usage,request_rate,latency,pod_restarts,label
2026-02-20 11:26:42.632303,52.483570765056164,59.44694279531526,212.95377076201385,115.23029856408026,0,0
2026-02-20 11:26:52.632303,48.82923312638332,59.06345217220328,231.58425631014782,107.67434729152909,0,0
2026-02-20 11:27:02.632303,47.65262807032524,62.17024017434386,190.73164614375077,95.34270246429743,0,0
2026-02-20 11:27:12.632303,51.20981135783017,52.34687902136881,165.50164334973934,94.37712470759027,0,0
2026-02-20 11:27:22.632303,44.93584439832788,61.256989330381096,181.83951848957577,85.87696298664709,0,0
2026-02-20 11:27:32.632303,57.32824384460777,59.09689479805386,201.35056409375846,85.75251813786544,0,0
2026-02-20 11:27:42.632303,47.27808637737409,60.44369035883946,176.98012845155395,103.75698018345672,0,0
2026-02-20 11:27:52.632303,46.99680655040598,58.83322500082689,187.96586775541206,118.52278184508938,0,0
2026-02-20 11:28:02.632303,49.93251387631033,55.7691562841764,216.45089824206377,87.79156350028978,0,0
2026-02-20 11:28:12.632303,51.04431797502378,52.1613195044809,173.43627902203139,101.96861235869123,0,0
2026-02-20 11:28:22.632303,53.69233289997705,60.68547312475988,197.6870343522352,96.98896304410711,0,0
2026-02-20 11:28:32.632303,42.60739004816286,57.12062316642117,190.78722458080426,110.57122226218915,0,0
2026-02-20 11:28:42.632303,51.718091447842305,52.94783937854906,206.4816793878959,96.14917719583684,0,0
2026-02-20 11:28:52.632303,46.61538999847021,62.446705155363475,220.61999044991902,109.31280119116198,0,0
2026-02-20 11:29:02.632303,45.80391238388681,58.763150496595145,206.62526862807127,109.75545127122359,0,0
2026-02-20 11:29:12.632303,47.60412881077355,59.257364093344734,177.87330051987942,88.0379337591933,0,0
2026-02-20 11:29:22.632303,54.06262911197099,65.4249601142833,198.55979756839332,110.03532897892023,0,0
2026-02-20 11:29:32.632303,51.808180125238174,57.4195209815795,207.2279121101683,115.38036566465969,0,0
2026-02-20 11:29:42.632303,49.82086980445024,66.25857462325602,147.6050979182051,108.21902504375224,0,0
2026-02-20 11:29:52.632303,50.435235341190854,58.80397059813653,201.83521553071006,80.12431085399108,0,0
2026-02-20 11:30:02.632303,48.90164056081244,61.42845028604699,229.55788089483033,94.81729781726352,0,0
2026-02-20 11:30:12.632303,45.95753198553406,57.992971825661854,218.30804235404148,103.28751109659684,0,0
2026-02-20 11:30:22.632303,47.351198981164806,62.05306973245342,201.9415509869608,109.68644990532889,0,0
2026-02-20 11:30:32.632303,46.48973453061324,58.689351413608925,192.15783693735685,85.36485051867882,0,0
2026-02-20 11:30:42.632303,51.48060138532288,61.04422108871956,200.10226913284922,97.65412866624852,0,0
2026-02-20 11:30:52.632303,42.923146289747926,58.31741870893856,193.14570966946462,91.9772273077838,0,0
2026-02-20 11:31:02.632303,49.19357144166995,61.61620342725816,237.7237180242106,101.74577812831839,0,0
2026-02-20 11:31:12.632303,51.28775195361382,59.70221633693533,161.62457569401917,99.73486124550783,0,0
2026-02-20 11:31:22.632303,50.30115104970513,69.85296844994114,196.15278070437756,103.01547342333612,0,0
2026-02-20 11:31:32.632303,49.82644115147378,55.32528784952187,222.8564562903004,107.51933032686775,0,0
2026-02-20 11:31:42.632303,53.95515973521523,56.36245018082104,228.05588621872198,85.98148937207719,0,0
2026-02-20 11:31:52.632303,52.93428546900135,68.76182250323991,180.18927349738624,94.33702270397228,0,0
2026-02-20 11:32:02.632303,50.498256825438204,57.9860973835352,168.98673137867735,100.68562974806028,0,0
2026-02-20 11:32:12.632303,44.688481431369475,61.89436972254072,181.61151531532394,115.4993440501754,0,0
2026-02-20 11:32:22.632303,46.08373353831882,58.7117539351773,216.2703443473934,87.69135683566044,0,0
2026-02-20 11:32:32.632303,51.13729967302065,65.22857101712971,167.85033530877544,101.84633858532304,0,0
2026-02-20 11:32:42.632303,51.29941397124212,63.12729148710924,175.26098578243835,86.79543386915724,0,0
2026-02-20 11:32:52.632303,52.60970782808449,61.18793869293275,205.00985700691754,103.46448209496975,0,0
2026-02-20 11:33:02.632303,46.59987639210755,60.92901478864401,205.86144946597364,92.85648581973632,0,0
2026-02-20 11:33:12.632303,59.328872555723784,61.89533168364715,176.17393005594704,106.5655360863383,0,0
2026-02-20 11:33:22.632303,45.126591648863396,63.14833841496981,223.17191158014808,91.7931768164829,0,0
2026-02-20 11:33:32.632303,54.816880646221605,61.651123707745995,216.4412031998898,118.96792982653947,0,0
2026-02-20 11:33:42.632303,48.77305941998565,56.98505534257004,182.20971140748952,91.84189715034562,0,0
2026-02-20 11:33:52.632303,49.61449145292948,61.364607899266574,205.5338159866004,108.27183249036024,0,0
2026-02-20 11:34:02.632303,50.065009459389536,65.81413630862927,194.70686333524088,127.20169166589619,0,0
2026-02-20 11:34:12.632303,53.128336738825034,56.57136977433487,178.58215003877774,104.82472415243186,0,0
2026-02-20 11:34:22.632303,48.88268607337075,62.85600197636837,209.4647524914709,99.27171087343127,0,0
